Handle,Title,SKU,Barcode,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Option Active",Stock,Price,"Price Promo",Tax,Taxable,"Reduced Rate",Wholesale,"Price Wholesale","Wholesale Exclusive"
viola-de-arco-corelli-atelier-do-tejo,,,,,"15""",,Charm,,"Vara octogonal",true,,430,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"15""",,Charm,,"Fibra de Carbono",true,,450,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"15""",,Dominant,,"Vara octogonal",true,,450,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"15""",,Dominant,,"Fibra de Carbono",true,,470,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16""",,Charm,,"Vara octogonal",true,,430,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16""",,Charm,,"Fibra de Carbono",true,,450,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16""",,Dominant,,"Vara octogonal",true,,450,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16""",,Dominant,,"Fibra de Carbono",true,,470,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16-5""",,Charm,,"Vara octogonal",true,,430,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16-5""",,Charm,,"Fibra de Carbono",true,,450,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16-5""",,Dominant,,"Vara octogonal",true,,450,,,,,,,
viola-de-arco-corelli-atelier-do-tejo,,,,,"16-5""",,Dominant,,"Fibra de Carbono",true,,470,,,,,,,
calada-sundburst-kit,"Calada Sundburst",,,Conjunto,"Conjunto Básico",,,,,true,,170,,13,true,"musical instruments",false,,false
calada-sundburst-kit,,,,,"Conjunto Calada",,,,,true,,215,,,,,,,
empla-black,"Empa Black",,,Conjunto,"Conjunto Básico",,,,,true,,170,,13,true,"musical instruments",false,,false
empla-black,,,,,"Conjunto EMPA BLACK",,,,,true,,210,,,,,,,
norte-dreadnought-natural,"Norte Dreadnought Natural",,,Conjunto,"Conjunto Básico",,,,,true,,160,,13,true,"musical instruments",false,,false
norte-dreadnought-natural,,,,,"Conjunto Norte Natural",,,,,true,,200,,,,,,,
fender-fa-115-ii-dreadnought-pack-nat,"Fender FA-115 II DREADNOUGHT PACK NAT",,,,,,,,,,0,110,,0,false,,false,,false
baton-rouge-imagine-natural,"Baton Rouge Imagine Natural",,,,,,,,,,,125,,13,true,"musical instruments",false,,false
copia-de-baton-rouge-imagine-electrificada,"Baton Rouge Imagine electrificada",,,,,,,,,,,205,,13,true,"musical instruments",false,,false
suporte-tablet-ipad-telemovel-completo,"suporte tablet / ipad /telemóvel completo",,,,,,,,,,,31,27,23,true,,false,,false
vision-solo-viola,"Vision Solo - Viola",,,Corda,"Lá - Aço",,,,,true,,14,,23,true,,false,,false
vision-solo-viola,,,,,"Ré - Cromo",,,,,true,,18.5,,,,,,,
vision-solo-viola,,,,,"Ré - Prata",,,,,true,,20,,,,,,,
vision-solo-viola,,,,,"Sol - Prata",,,,,true,,20,,,,,,,
vision-solo-viola,,,,,"Dó - Tungstano",,,,,true,,28,,,,,,,
vision-solo-viola,,,,,Conjunto,,,,,true,,78,,,,,,,
vision-viola,"Vision - Viola",,,Corda,"Lá - Aço",,,,,true,,16,,23,true,,false,,false
vision-viola,,,,,"Ré - Prata",,,,,true,,12.5,,,,,,,
vision-viola,,,,,"Sol - Prata",,,,,true,,15,,,,,,,
vision-viola,,,,,"Dó - Tungstano",,,,,true,,15,,,,,,,
vision-viola,,,,,Conjunto,,,,,true,,68,,,,,,,
larsen-viola,"Larsen - Viola",,,Corda,"Lá - Bola",Tensão,Suave,,,true,,17,,23,true,,false,,false
larsen-viola,,,,,"Lá - Bola",,Médio,,,true,,17,,,,,,,
larsen-viola,,,,,"Lá - Bola",,Forte,,,true,,17,,,,,,,
larsen-viola,,,,,"Lá - Laço",,Suave,,,true,,17,,,,,,,
larsen-viola,,,,,"Lá - Laço",,Médio,,,true,,17,,,,,,,
larsen-viola,,,,,"Lá - Laço",,Forte,,,true,,17,,,,,,,
larsen-viola,,,,,"Ré Alumínio",,Suave,,,true,,19.5,,,,,,,
larsen-viola,,,,,"Ré Alumínio",,Médio,,,true,,19.5,,,,,,,
larsen-viola,,,,,"Ré Alumínio",,Forte,,,true,,19.5,,,,,,,
larsen-viola,,,,,"Sol - Prata",,Suave,,,true,,22.5,,,,,,,
larsen-viola,,,,,"Sol - Prata",,Médio,,,true,,22.5,,,,,,,
larsen-viola,,,,,"Sol - Prata",,Forte,,,true,,22.5,,,,,,,
larsen-viola,,,,,"Dó - Prata",,Suave,,,true,,31.5,,,,,,,
larsen-viola,,,,,"Dó - Prata",,Médio,,,true,,31.5,,,,,,,
larsen-viola,,,,,"Dó - Prata",,Forte,,,true,,31.5,,,,,,,
larsen-viola,,,,,Conjunto,,Suave,,,true,,90,,,,,,,
larsen-viola,,,,,Conjunto,,Médio,,,true,,90,,,,,,,
larsen-viola,,,,,Conjunto,,Forte,,,true,,90,,,,,,,
larsen-virtuoso-viola,"Larsen Virtuoso - Viola",,,Corda,"Lá Standard - Laço",,,,,true,,17,,23,true,,false,,false
larsen-virtuoso-viola,,,,,"Lá Standard - Bola",,,,,true,,17,,,,,,,
larsen-virtuoso-viola,,,,,"Ré - Virtuoso",,,,,true,,21.5,,,,,,,
larsen-virtuoso-viola,,,,,"Sol - Virtuoso",,,,,true,,24.5,,,,,,,
larsen-virtuoso-viola,,,,,"Dó - Virtuoso",,,,,true,,34,,,,,,,
larsen-virtuoso-viola,,,,,Conjunto,,,,,true,,97,,,,,,,
larsen-virtuoso-soloist-viola,"Larsen Virtuoso Soloist - Viola",,,Corda,"Lá Standard - Laço",,,,,true,,17,,23,true,,false,,false
larsen-virtuoso-soloist-viola,,,,,"Lá Standard - Bola",,,,,true,,17,,,,,,,
larsen-virtuoso-soloist-viola,,,,,"Ré - Virtuoso",,,,,true,,21.5,,,,,,,
larsen-virtuoso-soloist-viola,,,,,"Sol - Virtuoso",,,,,true,,24.5,,,,,,,
larsen-virtuoso-soloist-viola,,,,,"Dó - Virtuoso",,,,,true,,34,,,,,,,
larsen-virtuoso-soloist-viola,,,,,Conjunto,,,,,true,,97,,,,,,,
prelude-cordas-viola-de-arco,"Prelude - Cordas Viola de Arco",,,Cordas,Lá,,,,,true,,8,,23,true,,false,,false
prelude-cordas-viola-de-arco,,,,,Ré,,,,,true,,8,,,,,,,
prelude-cordas-viola-de-arco,,,,,Sol,,,,,true,,9,,,,,,,
prelude-cordas-viola-de-arco,,,,,Dó,,,,,true,,9.5,,,,,,,
prelude-cordas-viola-de-arco,,,,,Conjunto,,,,,true,,32,,,,,,,
helicore-cordas-viola-de-arco,"Helicore - Cordas Viola de Arco",,,Cordas,Lá,Tensão,Light,Tamanho,"15""",true,,13,,23,true,,false,,false
helicore-cordas-viola-de-arco,,,,,Lá,,Light,,"16""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Lá,,Light,,"17""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Lá,,Medium,,"15""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Lá,,Medium,,"16""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Lá,,Medium,,"17""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Lá,,Strong,,"15""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Lá,,Strong,,"16""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Lá,,Strong,,"17""",true,,13,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Light,,"15""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Light,,"16""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Light,,"17""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Medium,,"15""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Medium,,"16""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Medium,,"17""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Strong,,"15""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Strong,,"16""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Ré,,Strong,,"17""",true,,15,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Light,,"15""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Light,,"16""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Light,,"17""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Medium,,"15""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Medium,,"16""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Medium,,"17""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Strong,,"15""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Strong,,"16""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Sol,,Strong,,"17""",true,,16,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Light,,"15""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Light,,"16""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Light,,"17""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Medium,,"15""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Medium,,"16""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Medium,,"17""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Strong,,"15""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Strong,,"16""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Dó,,Strong,,"17""",true,,20,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Light,,"15""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Light,,"16""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Light,,"17""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Medium,,"15""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Medium,,"16""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Medium,,"17""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Strong,,"15""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Strong,,"16""",true,,62,,,,,,,
helicore-cordas-viola-de-arco,,,,,Conjunto,,Strong,,"17""",true,,62,,,,,,,
charm-cordas-viola-de-arco,"Charm - Cordas Viola de Arco",,,Cordas,Lá,Tamanho,"11""",,,true,,5,,23,true,,false,,false
charm-cordas-viola-de-arco,,,,,Lá,,"12-13""",,,true,,5.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Lá,,"14""",,,true,,5.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Lá,,"15""",,,true,,7,,,,,,,
charm-cordas-viola-de-arco,,,,,Lá,,"16-16.5""",,,true,,7,,,,,,,
charm-cordas-viola-de-arco,,,,,Ré,,"11""",,,true,,9.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Ré,,"12-13""",,,true,,10.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Ré,,"14""",,,true,,10.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Ré,,"15""",,,true,,12,,,,,,,
charm-cordas-viola-de-arco,,,,,Ré,,"16-16.5""",,,true,,12,,,,,,,
charm-cordas-viola-de-arco,,,,,Sol,,"11""",,,true,,10,,,,,,,
charm-cordas-viola-de-arco,,,,,Sol,,"12-13""",,,true,,11,,,,,,,
charm-cordas-viola-de-arco,,,,,Sol,,"14""",,,true,,11,,,,,,,
charm-cordas-viola-de-arco,,,,,Sol,,"15""",,,true,,12,,,,,,,
charm-cordas-viola-de-arco,,,,,Sol,,"16-16.5""",,,true,,12,,,,,,,
charm-cordas-viola-de-arco,,,,,Dó,,"11""",,,true,,10.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Dó,,"12-13""",,,true,,11,,,,,,,
charm-cordas-viola-de-arco,,,,,Dó,,"14""",,,true,,11,,,,,,,
charm-cordas-viola-de-arco,,,,,Dó,,"15""",,,true,,12.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Dó,,"16-16.5""",,,true,,12.5,,,,,,,
charm-cordas-viola-de-arco,,,,,Conjunto,,"11""",,,true,,35,,,,,,,
charm-cordas-viola-de-arco,,,,,Conjunto,,"12-13""",,,true,,39,,,,,,,
charm-cordas-viola-de-arco,,,,,Conjunto,,"14""",,,true,,39,,,,,,,
charm-cordas-viola-de-arco,,,,,Conjunto,,"15""",,,true,,44,,,,,,,
charm-cordas-viola-de-arco,,,,,Conjunto,,"16-16.5""",,,true,,44,,,,,,,
opal-green-cordas-viola-de-arco,"Opal Green - Cordas Viola de Arco",,,Cordas,Lá,Tamanho,"15""",,,true,,7,,23,true,,false,,false
opal-green-cordas-viola-de-arco,,,,,Lá,,"16-16.5""",,,true,,7,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Ré,,"15""",,,true,,16,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Ré,,"16-16.5""",,,true,,16,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Sol,,"15""",,,true,,12.5,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Sol,,"16-16.5""",,,true,,12.5,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Dó,,"15""",,,true,,18,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Dó,,"16-16.5""",,,true,,18,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Conjunto,,"15""",,,true,,43,,,,,,,
opal-green-cordas-viola-de-arco,,,,,Conjunto,,"16-16.5""",,,true,,43,,,,,,,
jargar-classic-cordas-viola-de-arco,"Jargar Classic - Cordas Viola de Arco",,,Cordas,Lá,Tensão,Dolce,,,true,,12,,23,true,,false,,false
jargar-classic-cordas-viola-de-arco,,,,,Lá,,Medio,,,true,,12,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,Lá,,Forte,,,true,,12,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Ré Cromo",,Dolce,,,true,,12.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Ré Cromo",,Medio,,,true,,12.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Ré Cromo",,Forte,,,true,,12.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Sol Cromo",,Dolce,,,true,,13.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Sol Cromo",,Medio,,,true,,13.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Sol Cromo",,Forte,,,true,,13.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Sol Prata",,Dolce,,,true,,15,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Sol Prata",,Medio,,,true,,15,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Sol Prata",,Forte,,,true,,15,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Dó Cromo",,Dolce,,,true,,14.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Dó Cromo",,Medio,,,true,,14.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Dó Cromo",,Forte,,,true,,14.5,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Dó Prata",,Dolce,,,true,,17,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Dó Prata",,Medio,,,true,,17,,,,,,,
jargar-classic-cordas-viola-de-arco,,,,,"Dó Prata",,Forte,,,true,,17,,,,,,,
jargar-superior-cordas-viola-de-arco,"Jargar Superior - Cordas Viola de Arco",,,Cordas,Lá,,,,,true,,22,,23,true,,false,,false
jargar-superior-cordas-viola-de-arco,,,,,Ré,,,,,true,,24,,,,,,,
jargar-superior-cordas-viola-de-arco,,,,,Sol,,,,,true,,26,,,,,,,
jargar-superior-cordas-viola-de-arco,,,,,Dó,,,,,true,,28,,,,,,,
jargar-superior-cordas-viola-de-arco,,,,,Conjunto,,,,,true,,97,,,,,,,
oliv-pirastro-cordas-viola-de-arco,"Olive - Pirastro - Cordas Viola de Arco",,,Cordas,Lá,,,,,true,,26,,23,true,,false,,false
oliv-pirastro-cordas-viola-de-arco,,,,,"Ré Prata",,,,,true,,30,,,,,,,
oliv-pirastro-cordas-viola-de-arco,,,,,"Ré Ouro",,,,,true,,53,,,,,,,
oliv-pirastro-cordas-viola-de-arco,,,,,Sol,,,,,true,,68,,,,,,,
oliv-pirastro-cordas-viola-de-arco,,,,,Dó,,,,,true,,41,,,,,,,
eudoxa-cordas-viola-de-arco,"Eudoxa - Cordas Viola de Arco",,,Cordas,Lá,,,,,true,,25,,23,true,,false,,false
eudoxa-cordas-viola-de-arco,,,,,Ré,,,,,true,,30,,,,,,,
eudoxa-cordas-viola-de-arco,,,,,Sol,,,,,true,,32,,,,,,,
eudoxa-cordas-viola-de-arco,,,,,Dó,,,,,true,,35,,,,,,,
chorda-pirastro-cordas-viola-de-arco,"Chorda - Pirastro- Cordas Viola de Arco",,,Cordas,Lá,,,,,true,,15,,23,true,,false,,false
chorda-pirastro-cordas-viola-de-arco,,,,,Ré,,,,,true,,18,,,,,,,
chorda-pirastro-cordas-viola-de-arco,,,,,Sol,,,,,true,,21,,,,,,,
chorda-pirastro-cordas-viola-de-arco,,,,,Dó,,,,,true,,23,,,,,,,
evah-pirazzi-viola-de-arco,"Evah Pirazzi - Viola de Arco",,,Cordas,Lá,Tensão,Soft,,,true,,21,,23,true,,false,,false
evah-pirazzi-viola-de-arco,,,,,Lá,,Medium,,,true,,21,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Lá,,Strong,,,true,,21,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Ré,,Soft,,,true,,25,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Ré,,Medium,,,true,,25,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Ré,,Strong,,,true,,25,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Sol,,Soft,,,true,,27,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Sol,,Medium,,,true,,27,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Sol,,Strong,,,true,,27,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Dó,,Soft,,,true,,34,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Dó,,Medium,,,true,,34,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Dó,,Strong,,,true,,34,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Conjunto,,Soft,,,true,,106,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Conjunto,,Medium,,,true,,106,,,,,,,
evah-pirazzi-viola-de-arco,,,,,Conjunto,,Strong,,,true,,106,,,,,,,
evah-pirazzi-gold-viola-de-arco,"Evah Pirazzi Gold - Viola de Arco",,,Cordas,Lá,,,,,true,,23,,23,true,,false,,false
evah-pirazzi-gold-viola-de-arco,,,,,Ré,,,,,true,,28,,,,,,,
evah-pirazzi-gold-viola-de-arco,,,,,Sol,,,,,true,,29,,,,,,,
evah-pirazzi-gold-viola-de-arco,,,,,Dó,,,,,true,,37,,,,,,,
evah-pirazzi-gold-viola-de-arco,,,,,Conjunto,,,,,true,,112,,,,,,,
obligato-viola-de-arco,"Obligato - Viola de Arco",,,Cordas,Lá,Tensão,Light,,,true,,21,,23,true,,false,,false
obligato-viola-de-arco,,,,,Lá,,Medium,,,true,,21,,,,,,,
obligato-viola-de-arco,,,,,Lá,,Heavy,,,true,,21,,,,,,,
obligato-viola-de-arco,,,,,Ré,,Light,,,true,,25.5,,,,,,,
obligato-viola-de-arco,,,,,Ré,,Medium,,,true,,25.5,,,,,,,
obligato-viola-de-arco,,,,,Ré,,Heavy,,,true,,25.5,,,,,,,
obligato-viola-de-arco,,,,,Sol,,Light,,,true,,27.5,,,,,,,
obligato-viola-de-arco,,,,,Sol,,Medium,,,true,,27.5,,,,,,,
obligato-viola-de-arco,,,,,Sol,,Heavy,,,true,,27.5,,,,,,,
obligato-viola-de-arco,,,,,Dó,,Light,,,true,,35,,,,,,,
obligato-viola-de-arco,,,,,Dó,,Medium,,,true,,35,,,,,,,
obligato-viola-de-arco,,,,,Dó,,Heavy,,,true,,35,,,,,,,
obligato-viola-de-arco,,,,,Conjunto,,Light,,,true,,107,,,,,,,
obligato-viola-de-arco,,,,,Conjunto,,Medium,,,true,,107,,,,,,,
obligato-viola-de-arco,,,,,Conjunto,,Heavy,,,true,,107,,,,,,,
perpetual-viola-de-arco,"Perpetual - Viola de Arco",,,Cordas,Lá,Tensão,Light,,,true,,23,,23,true,,false,,false
perpetual-viola-de-arco,,,,,Lá,,Medium,,,true,,23,,,,,,,
perpetual-viola-de-arco,,,,,Lá,,Heavy,,,true,,23,,,,,,,
perpetual-viola-de-arco,,,,,Ré,,Light,,,true,,27,,,,,,,
perpetual-viola-de-arco,,,,,Ré,,Medium,,,true,,27,,,,,,,
perpetual-viola-de-arco,,,,,Ré,,Heavy,,,true,,27,,,,,,,
perpetual-viola-de-arco,,,,,Sol,,Light,,,true,,29,,,,,,,
perpetual-viola-de-arco,,,,,Sol,,Medium,,,true,,29,,,,,,,
perpetual-viola-de-arco,,,,,Sol,,Heavy,,,true,,29,,,,,,,
perpetual-viola-de-arco,,,,,Dó,,Light,,,true,,39,,,,,,,
perpetual-viola-de-arco,,,,,Dó,,Medium,,,true,,39,,,,,,,
perpetual-viola-de-arco,,,,,Dó,,Heavy,,,true,,39,,,,,,,
perpetual-viola-de-arco,,,,,Conjunto,,Light,,,true,,115,,,,,,,
perpetual-viola-de-arco,,,,,Conjunto,,Medium,,,true,,115,,,,,,,
perpetual-viola-de-arco,,,,,Conjunto,,Heavy,,,true,,115,,,,,,,
passione-viola-de-arco,"Passione - Viola de Arco",,,Cordas,"Lá simples",Tensão,Light,,,true,,21,,23,true,,false,,false
passione-viola-de-arco,,,,,"Lá simples",,Medium,,,true,,21,,,,,,,
passione-viola-de-arco,,,,,"Lá simples",,Heavy,,,true,,21,,,,,,,
passione-viola-de-arco,,,,,"Lá Tripa",,Light,,,true,,25,,,,,,,
passione-viola-de-arco,,,,,"Lá Tripa",,Medium,,,true,,25,,,,,,,
passione-viola-de-arco,,,,,"Lá Tripa",,Heavy,,,true,,25,,,,,,,
passione-viola-de-arco,,,,,Ré,,Light,,,true,,27,,,,,,,
passione-viola-de-arco,,,,,Ré,,Medium,,,true,,27,,,,,,,
passione-viola-de-arco,,,,,Ré,,Heavy,,,true,,27,,,,,,,
passione-viola-de-arco,,,,,Sol,,Light,,,true,,30,,,,,,,
passione-viola-de-arco,,,,,Sol,,Medium,,,true,,30,,,,,,,
passione-viola-de-arco,,,,,Sol,,Heavy,,,true,,30,,,,,,,
passione-viola-de-arco,,,,,Dó,,Light,,,true,,35,,,,,,,
passione-viola-de-arco,,,,,Dó,,Medium,,,true,,35,,,,,,,
passione-viola-de-arco,,,,,Dó,,Heavy,,,true,,35,,,,,,,
passione-viola-de-arco,,,,,Conjunto,,Light,,,true,,114,,,,,,,
passione-viola-de-arco,,,,,Conjunto,,Medium,,,true,,114,,,,,,,
passione-viola-de-arco,,,,,Conjunto,,Heavy,,,true,,114,,,,,,,
tonica-viola-de-arco,"Tonica - Viola de Arco",,,Cordas,Lá,Tamanho,1/2,,,true,,8.5,,23,true,,false,,false
tonica-viola-de-arco,,,,,Lá,,3/4,,,true,,8.5,,,,,,,
tonica-viola-de-arco,,,,,Lá,,4/4,,,true,,8.5,,,,,,,
tonica-viola-de-arco,,,,,Ré,,1/2,,,true,,9.5,,,,,,,
tonica-viola-de-arco,,,,,Ré,,3/4,,,true,,9.5,,,,,,,
tonica-viola-de-arco,,,,,Ré,,4/4,,,true,,9.5,,,,,,,
tonica-viola-de-arco,,,,,Sol,,1/2,,,true,,12.5,,,,,,,
tonica-viola-de-arco,,,,,Sol,,3/4,,,true,,12.5,,,,,,,
tonica-viola-de-arco,,,,,Sol,,4/4,,,true,,12.5,,,,,,,
tonica-viola-de-arco,,,,,Dó,,1/2,,,true,,19,,,,,,,
tonica-viola-de-arco,,,,,Dó,,3/4,,,true,,19,,,,,,,
tonica-viola-de-arco,,,,,Dó,,4/4,,,true,,19,,,,,,,
tonica-viola-de-arco,,,,,Conjunto,,1/2,,,true,,46,,,,,,,
tonica-viola-de-arco,,,,,Conjunto,,3/4,,,true,,46,,,,,,,
tonica-viola-de-arco,,,,,Conjunto,,4/4,,,true,,46,,,,,,,
chromcor-viola-de-arco,"Chromcor - Viola de Arco",,,Cordas,Lá,Tamanho,3/4,,,true,,11,,23,true,,false,,false
chromcor-viola-de-arco,,,,,Lá,,4/4,,,true,,11,,,,,,,
chromcor-viola-de-arco,,,,,Ré,,3/4,,,true,,13,,,,,,,
chromcor-viola-de-arco,,,,,Ré,,4/4,,,true,,13,,,,,,,
chromcor-viola-de-arco,,,,,Sol,,3/4,,,true,,14,,,,,,,
chromcor-viola-de-arco,,,,,Sol,,4/4,,,true,,14,,,,,,,
chromcor-viola-de-arco,,,,,Dó,,3/4,,,true,,16,,,,,,,
chromcor-viola-de-arco,,,,,Dó,,4/4,,,true,,16,,,,,,,
chromcor-viola-de-arco,,,,,Conjunto,,3/4,,,true,,49,,,,,,,
chromcor-viola-de-arco,,,,,Conjunto,,4/4,,,true,,49,,,,,,,
permanent-viola-de-arco,"Permanent - Viola de Arco",,,Cordas,Lá,,,,,true,,20.5,,23,true,,false,,false
permanent-viola-de-arco,,,,,Ré,,,,,true,,21,,,,,,,
permanent-viola-de-arco,,,,,Sol,,,,,true,,21.5,,,,,,,
permanent-viola-de-arco,,,,,Dó,,,,,true,,23.5,,,,,,,
permanent-viola-de-arco,,,,,Conjunto,,,,,true,,85.5,,,,,,,
alphayue-viola-de-arco,"Alphayue - Viola de Arco",,,Cordas,Lá,Tamanho,"1/8 - 11""",,,true,,9,,23,true,,false,,false
alphayue-viola-de-arco,,,,,Lá,,"1/4 - 12""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Lá,,"1/2 - 13""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Lá,,"3/4 - 14""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Lá,,"15""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Lá,,"16""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Ré,,"1/8 - 11""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Ré,,"1/4 - 12""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Ré,,"1/2 - 13""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Ré,,"3/4 - 14""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Ré,,"15""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Ré,,"16""",,,true,,9,,,,,,,
alphayue-viola-de-arco,,,,,Sol,,"1/8 - 11""",,,true,,9.5,,,,,,,
alphayue-viola-de-arco,,,,,Sol,,"1/4 - 12""",,,true,,9.5,,,,,,,
alphayue-viola-de-arco,,,,,Sol,,"1/2 - 13""",,,true,,9.5,,,,,,,
